MUSTERI_ARIZA	ALTYAPI	SANTRAL_MESAFESI	ATTENUATION_DOWN	NOISE_MARGIN_UP	HIZMET_KALITESI
0	1	877	25	12	0,65
0	2	346	12	16	1
0	1	1178	25	20	1
0	2	520	18	23	1
0	1	613	19	14	0,333
0	1	596	25	9	1
0	2	214	9	34	1
0	2	723	12	20	0,75
0	1	466	14	10	0,992
0	3	4	1	32	1
0	1	726	19	12	1
0	2	175	11	17	1
0	1	1059	24	13	0,975
0	2	140	9	11	1
0	3	10	5	31	1
0	2	261	10	18	1
0	1	1052	23	8	0,701
0	2	198	8	15	1
0	1	759	20	18	0,84
0	2	127	7	28	1
0	1	906	17	14	1
0	2	916	22	9	0,95
0	2	39	5	30	1
0	1	499	12	12	0,878
0	1	444	7	20	0,875
0	1	1140	22	12	1
0	1	1316	23	13	1
0	1	1144	19	13	1
0	2	420	13	19	0,75
0	1	340	8	15	1
0	1	519	19	15	1
0	2	740	20	10	0,479
0	2	116	7	22	1
0	1	991	23	21	0,951
0	2	180	8	19	1
0	1	1124	18	11	0,854
0	1	870	29	19	0,75
0	1	797	20	14	1
0	2	433	17	7	1
0	3	4	1	31	1
0	2	435	8	17	1
0	2	555	14	18	1
0	2	403	13	15	0,957
0	1	1261	24	12	0,865
0	3	3	2	22	1
0	2	472	15	17	1
0	1	945	26	10	0,496
0	3	7	3	31	0,999
1	2	510	7	19	1
0	1	915	17	10	0,869
0	1	867	17	4	0,853
0	2	824	16	9	1
0	2	136	9	24	0,999
0	1	573	23	15	1
0	1	1107	23	11	0,836
0	1	1110	19	12	1
0	2	78	5	16	1
0	2	190	12	16	1
0	1	464	11	19	1
0	2	214	6	18	0,764
0	1	1287	20	10	1
0	2	125	14	10	1
0	2	120	15	8	1
0	3	7	4	31	1
0	1	803	15	20	0,75
0	1	1282	22	19	0,625
0	3	6	2	17	0,943
0	2	287	20	13	1
1	3	74	10	31	1
0	2	312	12	11	0,743
0	1	1166	33	14	0,842
0	2	194	7	30	1
0	1	1170	20	12	0,831
0	2	85	9	26	1
0	3	2	3	20	1
0	1	924	25	15	0,75
0	2	651	17	8	1
0	3	5	2	25	1
0	3	5	3	21	1
0	2	580	17	22	0,75
0	2	292	12	8	1
0	1	943	19	21	0,875
0	2	554	16	13	1
0	1	352	19	21	1
0	2	386	9	29	1
0	3	10	2	31	1
0	1	860	19	19	0,947
0	1	1387	29	8	0,458
0	2	116	11	12	0,529
0	2	70	7	21	1
0	2	1067	7	8	1
0	1	1261	29	8	0,728
0	1	818	37	13	0,5
0	1	909	22	10	0,63
0	2	289	12	8	1
0	1	428	18	8	0,869
0	2	607	14	12	1
0	2	625	22	9	1
0	1	511	18	13	1
0	1	1340	28	5	0,924
0	1	520	23	2	0,937
0	2	146	19	16	1
0	1	1116	20	10	0,737
0	2	435	8	15	0,682
0	2	39	18	20	1
0	1	771	34	8	0,843
0	2	170	23	8	0,728
0	1	1319	28	23	0,993
0	1	585	23	8	0,885
0	1	858	16	8	0,766
0	1	264	11	28	1
0	1	1129	21	21	1
0	1	710	16	9	1
0	1	1273	23	18	0,623
0	1	944	18	20	0,917
0	1	397	9	14	1
0	2	325	9	13	1
0	1	708	15	20	0,875
0	1	373	6	17	0,775
0	2	648	14	19	0,625
0	2	1117	21	20	0,75
0	1	709	17	14	0,862
0	1	844	18	19	0,5
0	1	1287	28	9	0,389
0	1	1044	23	8	0,949
0	2	180	13	8	0,75
0	2	1399	25	14	0,5
0	2	526	15	7	1
0	3	7	5	14	1
0	2	581	24	5	0,499
0	1	497	5	17	1
0	1	549	10	15	0,853
0	1	1064	36	8	0,498
0	2	337	5	11	0,925
0	2	441	11	20	1
0	2	932	18	19	0,625
0	1	1086	24	10	0,808
0	1	152	19	21	1
0	2	465	9	14	1
0	2	342	13	8	0,5
0	2	77	2	13	1
0	1	961	11	6	0,542
0	2	112	17	14	0,75
0	2	160	13	22	1
0	2	798	20	18	0,875
0	2	545	16	15	1
0	2	30	5	31	1
1	3	0	9	31	1
0	1	487	13	12	1
0	2	292	8	29	1
0	2	289	11	16	0,825
0	2	479	16	13	0,999
0	2	103	12	34	1
0	3	5	4	28	1
0	2	734	23	7	0,976
0	2	80	6	29	1
0	2	65	4	20	1
0	2	221	11	20	1
0	2	190	9	23	1
0	2	1232	14	17	0,666
0	2	538	8	14	1
0	2	480	10	30	0,882
0	2	110	7	19	1
0	2	643	19	8	0,999
0	2	136	1	21	0,681
0	1	261	21	13	1
0	2	288	4	21	1
0	3	4	0	36	1
1	2	86	9	28	1
0	1	1448	23	17	0,75
0	2	266	8	18	1
0	2	145	12	17	1
0	1	871	18	19	0,75
0	1	962	18	21	0,75
0	3	6	1	26	1
0	1	1171	22	12	0,836
0	2	411	11	24	0,776
0	1	307	7	14	1
0	1	1289	25	16	0,375
0	1	1203	20	11	1
0	2	1072	17	8	1
1	1	1117	18	19	1
0	2	63	3	25	1
0	1	483	19	18	1
0	1	543	18	12	0,999
0	2	150	36	9	0,688
0	1	1192	29	15	0,625
0	3	10	1	31	1
1	2	93	10	31	1
0	2	207	7	12	1
0	1	924	17	20	0,916
0	1	726	18	13	0,772
0	2	190	28	8	0,197
1	2	302	5	18	1
0	2	30	3	30	0,999
0	1	493	15	17	1
0	1	1094	23	12	1
0	2	146	5	30	1
0	1	1032	25	18	1
0	2	749	18	11	0,917
0	1	759	17	10	0,89
0	1	959	19	8	1
0	3	35	1	17	1
0	2	99	6	17	1
0	2	197	6	30	1
0	1	503	26	8	0,929
1	1	1000	25	26	0,452
0	2	822	19	22	1
0	3	7	27	19	1
0	3	6	6	20	1
0	2	619	12	22	0,765
0	1	918	21	14	1
0	2	345	11	22	1
0	2	99	7	13	1
0	2	72	21	11	1
0	1	497	14	13	0,333
0	2	227	22	10	0,634
0	2	146	7	28	0,999
0	2	274	14	22	1
0	2	298	11	12	1
0	1	726	22	8	1
0	2	641	19	8	0,75
0	2	382	15	16	1
0	3	7	1	31	1
0	1	1443	26	11	0,688
1	2	27	3	31	1
0	1	867	30	13	0,471
0	3	5	8	29	1
0	2	588	16	11	1
0	2	96	8	16	0,763
0	2	691	24	15	0,815
0	2	327	9	9	0,621
0	2	83	21	10	0,919
0	2	300	14	15	1
0	2	170	13	20	1
0	2	315	12	18	1
0	2	313	3	12	1
0	2	217	13	19	1
0	2	117	7	25	1
0	2	235	17	9	0,913
0	2	593	16	7	1
0	2	29	2	30	1
0	2	157	4	28	1
0	2	236	12	10	0,996
0	2	499	3	15	0,969
0	2	270	10	25	1
0	1	131	9	18	1
0	1	462	11	11	0,968
0	2	185	4	23	1
0	2	286	8	29	0,75
0	1	999	17	18	0,828
0	1	288	14	13	1
0	1	541	9	17	0,833
0	1	347	12	17	1
0	2	60	5	29	1
0	1	920	20	19	0,997
0	2	150	11	11	1
1	3	304	4	31	1
0	2	221	7	23	1
0	2	402	16	9	0,52
0	1	941	20	17	1
0	1	1205	22	19	0,667
0	3	5	10	29	1
0	1	1111	23	18	1
0	1	421	20	8	0,999
0	1	1108	30	13	0,863
0	2	481	15	9	1
0	1	976	20	13	0,986
0	1	1194	23	8	0,743
0	1	605	19	6	0,775
0	2	1284	15	9	1
1	2	307	0	16	1
0	1	1031	19	10	0,949
0	1	1140	22	15	1
0	1	936	17	14	1
0	2	251	10	21	0,692
0	1	378	12	17	1
0	1	830	17	9	0,496
0	1	462	16	20	1
0	3	2	23	11	1
1	1	1360	24	18	0,75
0	2	510	17	15	1
0	2	323	14	16	1
0	2	173	10	24	1
0	2	25	29	10	0,75
0	1	453	17	18	1
0	1	824	6	14	1
0	2	449	13	11	1
0	2	150	24	21	1
0	1	174	11	26	1
0	2	145	14	12	0,508
0	2	300	0	10	1
0	1	413	7	14	1
0	2	70	9	14	1
0	2	312	13	8	0,667
0	1	446	11	19	0,875
0	2	70	12	11	1
0	1	1484	28	20	0,75
0	2	72	1	13	1
0	2	265	3	21	1
0	2	362	12	21	1
0	1	929	21	18	0,75
0	2	210	12	30	1
0	2	198	19	7	0,394
0	1	920	21	13	0,917
0	2	85	13	17	0,911
0	2	253	13	23	1
0	2	248	13	17	1
0	1	364	15	17	0,987
1	1	804	25	9	0,369
0	1	1004	23	16	0,75
0	2	382	16	28	0,742
0	1	667	15	13	1
0	2	425	17	18	1
0	1	364	18	14	0,743
0	1	878	19	13	0,748
0	1	620	20	8	1
0	2	236	14	13	1
0	1	1286	25	13	1
0	2	281	8	20	1
1	1	2507	25	10	0,406
0	1	554	13	11	1
0	2	265	9	18	1
1	2	135	11	25	1
0	2	390	12	17	0,999
0	2	459	14	12	1
0	2	342	14	8	0,314
0	2	478	23	3	0,333
0	2	177	7	30	1
0	2	313	10	13	1
0	2	1011	22	14	0,5
0	3	5	2	31	1
0	2	218	12	8	1
0	2	534	8	18	0,75
0	2	234	4	15	1
0	2	511	17	8	0,743
0	2	190	8	27	1
0	1	978	14	18	0,75
0	2	136	9	24	1
0	1	754	19	16	0,75
0	1	640	14	12	1
0	2	152	12	12	1
0	1	1205	24	17	0,5
0	1	802	21	13	0,75
0	2	652	17	23	1
0	1	318	2	11	0,993
0	1	943	29	2	0,863
0	2	339	13	14	1
0	2	185	8	16	1
0	2	70	8	22	1
0	1	792	13	9	0,906
0	1	918	21	14	1
0	2	591	16	8	1
0	2	1071	20	20	0,5
0	2	299	9	26	1
0	1	531	14	11	0,771
0	1	708	29	8	0,236
0	2	521	19	5	0,475
0	2	802	15	15	1
0	1	1057	20	20	1
0	2	347	10	20	1
0	1	365	25	14	1
0	1	620	14	10	1
0	2	300	15	19	1
0	1	237	22	21	1
0	2	429	13	18	1
0	2	185	9	25	1
0	1	514	12	21	1
1	2	560	9	12	0,5
0	2	227	8	29	1
0	1	916	16	12	1
0	1	902	18	15	0,833
0	1	988	31	13	0,891
0	1	174	8	36	0,999
0	1	994	18	10	0,907
0	2	317	15	9	1
0	1	779	16	13	0,947
0	1	675	28	8	1
0	3	4	4	17	1
0	3	6	2	31	1
0	3	2	9	23	0,977
0	1	1039	20	12	1
0	2	358	9	27	1
0	1	1108	20	19	0,875
0	2	992	19	14	1
0	1	531	18	9	0,753
0	2	430	18	23	1
0	3	5	13	8	0,272
0	1	597	11	14	1
1	1	893	12	18	0,551
0	1	929	22	11	0,822
0	2	241	8	16	1
0	2	320	13	25	1
0	1	926	20	16	1
0	2	420	14	17	1
0	2	264	12	15	0,999
0	2	987	19	20	0,5
0	2	358	13	25	1
0	1	650	11	13	1
0	2	501	17	11	1
0	1	941	24	13	1
1	2	25	10	19	1
0	2	80	4	12	0,757
0	2	326	11	28	1
0	2	668	14	26	0,819
0	1	466	14	21	1
0	1	554	17	12	0,461
0	2	85	12	8	0,98
0	1	472	20	8	0,963
0	1	860	17	10	0,815
0	2	232	9	16	1
1	1	1467	25	11	0,846
0	2	166	9	20	0,83
0	1	951	24	6	0,836
1	3	402	8	31	1
0	1	486	13	13	1
0	1	700	22	12	1
0	2	389	2	19	1
0	1	982	21	20	0,625
0	2	246	11	17	1
0	1	1031	19	8	0,72
0	1	568	13	14	1
0	2	370	12	28	1
0	2	816	16	9	1
0	1	1261	24	11	1
0	1	272	15	16	1
0	2	38	1	37	1
0	1	612	21	13	0,656
0	1	1219	24	15	0,5
0	1	680	14	13	1
0	1	1043	24	19	1
0	2	283	12	18	1
0	1	827	18	8	0,583
0	2	1110	16	21	0,734
0	2	151	6	28	0,999
0	3	5	7	25	0,954
0	1	281	4	10	1
0	1	295	5	15	1
0	1	484	21	11	0,77
0	1	812	18	18	0,75
0	1	472	21	8	0,91
0	2	1013	23	20	0,5
0	1	322	20	12	1
0	2	315	13	18	1
0	2	937	21	18	1
0	1	817	16	12	0,832
0	2	659	17	15	1
0	2	70	8	24	1
0	2	128	25	15	1
0	2	691	19	23	1
0	2	101	7	17	1
0	2	403	19	8	0,691
0	1	877	21	17	0,964
0	1	1166	23	10	0,923
0	1	120	13	25	1
0	2	283	12	20	1
0	3	5	6	24	1
0	2	340	11	9	1
0	2	87	5	30	1
0	1	525	23	8	1
0	2	162	6	30	0,999
0	1	1147	20	12	1
0	2	269	10	26	1
0	1	437	16	12	1
0	2	66	4	29	1
0	2	291	12	18	0,968
0	1	1029	20	8	1
0	1	726	15	21	0,5
0	1	990	21	14	1
0	1	272	15	20	1
0	2	352	10	16	1
0	2	491	17	9	1
0	2	246	7	33	1
0	2	184	10	13	1
0	1	431	15	16	1
0	1	640	19	11	0,999
0	2	127	4	25	1
0	2	211	13	15	1
0	2	185	7	12	1
0	1	985	24	8	0,376
0	1	467	14	17	1
0	2	85	10	21	0,682
0	2	141	19	8	0,522
0	1	1192	31	10	0,846
0	2	283	12	19	1
0	1	554	18	17	1
0	2	277	12	18	1
0	1	1132	19	13	0,856
0	2	712	15	17	0,625
0	1	961	14	20	0,75
0	1	403	16	25	1
0	2	116	12	25	0,25
0	3	41	7	31	1
0	1	667	18	12	0,862
1	1	1600	21	14	0,357
0	2	190	11	23	1
0	1	804	17	9	0,818
1	2	552	11	18	1
0	1	955	20	20	0,821
0	1	1137	22	12	0,846
0	1	903	17	16	0,875
0	2	659	15	18	1
0	1	920	22	14	0,833
0	3	5	1	28	1
0	1	358	4	20	1
1	2	733	18	21	1
0	1	983	23	6	0,427
0	2	29	2	30	1
0	3	45	7	17	1
0	2	184	8	14	1
0	2	354	12	25	0,667
0	2	806	20	19	0,75
0	2	110	3	17	1
0	1	392	17	13	1
0	2	312	4	17	0,789
0	1	484	20	8	0,526
0	1	1194	26	20	0,731
0	1	1184	23	8	0,68
0	1	1198	24	18	0,75
0	3	10	1	31	1
0	2	933	21	14	1
0	1	984	18	20	0,75
1	3	294	3	26	1
0	2	150	5	18	1
0	2	335	11	21	0,999
0	1	1049	31	6	0,854
0	1	964	21	13	0,828
0	2	724	19	8	0,917
0	2	516	14	13	1
0	1	1094	19	14	1
0	1	1205	26	8	0,782
0	3	5	14	9	0,999
0	2	410	15	13	1
0	2	648	18	8	1
0	1	1094	18	19	0,75
0	2	132	6	30	1
0	1	910	20	19	0,5
0	3	5	11	12	1
0	1	437	15	9	1
0	1	174	9	30	1
0	2	341	12	24	1
0	2	201	6	30	1
0	1	343	17	18	1
0	1	576	14	9	0,992
0	2	292	0	9	1
0	1	196	8	25	1
0	2	625	17	9	0,312
0	2	122	4	28	0,799
0	3	6	2	26	1
0	1	1188	27	13	0,342
0	1	1015	18	9	1
1	2	748	16	18	1
0	2	11	9	29	1
0	1	403	12	19	1
0	1	889	19	13	0,75
0	2	900	25	10	0,375
0	1	1110	19	13	1
0	1	437	19	8	0,666
0	2	11	11	11	1
0	2	141	8	19	1
0	1	1174	22	11	0,953
0	1	401	17	22	1
0	2	70	9	27	1
0	2	292	9	25	1
0	2	254	16	9	0,587
0	1	1209	19	14	1
0	1	885	19	12	0,837
0	1	684	14	11	1
0	2	367	4	15	1
0	3	5	3	27	1
0	3	2	11	22	1
0	1	1225	19	12	0,971
0	3	43	1	8	0,915
0	1	1144	20	11	1
0	2	267	18	17	1
0	2	127	15	13	1
0	1	1057	18	13	1
0	2	281	10	20	1
0	2	372	15	8	1
0	2	499	14	8	1
0	2	456	13	19	1
0	2	274	17	14	0,783
1	1	1453	29	11	1
0	1	650	14	14	1
0	2	227	9	18	1
0	1	621	8	25	0,875
0	1	597	13	13	1
0	2	156	7	30	1
0	2	382	8	28	1
0	1	1008	19	13	1
0	2	164	22	18	0,999
0	2	208	7	31	1
0	1	779	18	20	0,875
0	2	70	7	20	1
0	2	382	8	28	1
0	2	430	20	7	1
0	1	786	18	14	0,937
1	2	467	9	18	0,996
0	2	570	5	21	0,75
0	2	130	5	24	1
0	1	1074	21	20	0,5
0	2	142	4	30	1
0	2	643	17	12	0,742
0	2	200	5	16	0,75
0	1	1174	20	19	0,75
0	1	946	19	6	0,635
0	2	363	6	28	1
0	2	703	15	18	1
0	1	1274	24	18	0,833
0	2	6	1	34	1
0	2	541	17	9	1
0	1	621	14	10	1
0	2	158	10	23	1
0	1	708	16	8	1
0	1	629	26	8	0,589
0	1	1326	23	20	0,778
0	2	640	17	14	1
1	1	1387	19	16	0,693
0	1	946	17	13	0,82
0	2	307	11	12	0,999
0	1	1262	25	18	1
0	2	249	14	11	0,866
0	1	486	9	14	1
0	2	72	3	31	1
0	1	674	18	8	1
0	1	556	12	13	1
0	1	976	20	19	0,822
0	2	283	3	30	0,996
0	1	955	20	8	0,778
0	2	863	19	14	0,909
0	1	1268	25	8	0,852
0	1	1286	24	21	1
0	3	7	2	25	1
0	1	601	16	13	0,435
0	2	481	13	23	1
0	2	103	12	15	1
0	1	1093	21	13	1
0	1	840	18	14	1
0	1	1178	21	17	0,698
0	1	295	6	12	1
0	1	222	14	23	1
0	1	237	12	25	1
0	1	666	21	8	1
0	1	358	19	9	0,875
0	1	619	21	7	0,879
0	2	191	2	8	0,389
0	1	758	18	16	0,987
0	1	174	15	29	1
0	1	358	25	16	1
0	2	389	12	23	1
0	2	668	12	9	0,775
0	1	1280	29	19	0,612
0	2	184	8	30	1
0	2	640	17	11	1
0	3	21	4	30	1
0	1	1118	21	12	1
0	1	1173	20	20	0,906
0	2	283	5	31	1
0	2	1058	17	12	1
0	2	351	3	18	0,874
0	1	847	13	19	0,875
0	1	1261	18	9	0,323
0	1	906	17	17	0,75
0	1	1050	27	13	0,882
0	1	759	18	20	0,493
0	1	231	7	14	1
1	2	682	13	13	0,75
0	2	122	13	24	1
0	1	822	17	17	0,88
0	3	5	3	25	0,977
0	2	103	6	35	1
0	2	186	11	15	1
0	2	290	8	8	1
0	2	150	14	21	1
0	2	58	4	30	1
0	1	596	19	16	0,88
0	1	364	22	7	0,751
0	1	1322	27	19	1
0	1	1018	28	12	0,62
0	1	471	20	19	1
0	1	1304	27	19	0,625
0	1	680	18	23	1
0	2	142	4	26	1
0	2	381	8	22	1
0	1	294	5	23	1
0	2	309	13	12	1
0	2	455	15	16	0,75
0	2	1185	8	10	0,6
0	2	781	18	7	0,864
1	2	255	13	16	1
0	1	634	21	12	1
0	1	997	17	20	0,75
0	1	831	17	14	1
0	2	70	7	14	0,885
0	1	1340	28	19	0,833
0	1	1203	22	13	1
0	1	1015	20	15	0,75
0	1	875	22	13	0,75
0	2	1000	21	9	1
0	1	980	19	19	0,832
0	2	864	21	8	0,375
0	2	176	14	21	0,75
0	2	245	8	11	1
0	2	408	17	14	1
0	3	5	4	25	0,977
0	2	141	12	23	0,683
0	1	1057	20	18	1
0	2	290	13	9	1
0	1	1356	24	12	0,796
1	1	1160	22	11	0,808
0	3	5	12	29	1
0	1	831	18	19	0,833
0	1	810	17	13	0,849
0	1	858	16	20	0,75
0	2	159	7	21	0,772
1	2	1227	14	16	1
0	2	299	14	8	1
0	1	1483	25	13	1
0	2	164	6	28	0,999
0	2	411	1	14	1
0	2	1385	22	25	0,5
0	2	312	16	17	1
0	1	778	18	18	0,808
0	2	691	20	8	0,999
0	2	781	18	30	0,983
0	2	522	23	8	1
0	2	847	22	7	0,862
0	2	305	9	13	1
0	1	1067	19	13	1
0	2	1117	19	17	0,978
0	3	5	9	28	1
0	1	573	16	6	1
0	2	138	1	19	1
0	3	3	0	33	1
0	2	806	14	17	0,725
0	3	5	2	8	0,681
0	1	777	19	21	0,742
0	3	7	6	20	1
0	2	382	7	13	1
1	2	47	7	30	1
0	1	487	19	13	1
0	2	197	9	8	0,743
0	1	543	20	10	1
0	3	2	5	17	1
0	1	964	22	20	0,875
0	1	981	22	11	0,625
0	1	397	4	14	1
0	2	990	19	19	1
0	2	117	3	30	1
0	2	131	8	26	1
0	2	802	13	11	1
0	2	227	10	17	1
0	2	435	11	9	1
0	1	307	12	19	1
0	1	1107	26	15	0,833
0	1	1002	22	12	0,25
0	3	7	2	17	1
0	1	368	14	8	0,2
0	1	408	12	19	1
0	1	1284	22	11	1
0	2	447	12	7	0,927
0	2	998	21	22	0,976
0	1	1173	22	18	1
0	1	961	20	8	0,475
0	1	882	31	9	0,5
0	2	132	5	28	1
0	2	382	6	30	1
0	2	265	20	15	0,61
0	1	1192	24	18	0,832
0	2	588	16	11	0,333
0	1	953	22	18	0,625
0	2	329	22	11	1
0	1	515	12	9	0,872
0	3	5	2	31	1
0	1	1194	21	18	0,75
0	3	5	5	31	1
0	2	354	11	22	1
0	2	961	18	15	1
0	2	150	11	17	0,757
0	2	269	7	29	0,999
0	2	162	9	10	1
0	2	429	13	7	1
0	2	104	9	26	0,816
0	1	1052	22	9	0,694
0	2	1232	6	8	1
0	1	700	21	10	1
0	1	934	17	19	0,75
0	2	309	18	8	1
0	1	976	31	21	0,875
0	2	390	17	10	0,858
0	1	1469	27	13	0,83
0	1	569	11	15	1
0	2	175	17	10	0,999
0	2	97	7	9	1
0	2	545	16	12	1
1	1	933	18	9	0,753
0	1	520	11	20	1
0	1	944	19	11	0,948
0	1	1137	22	18	0,625
0	1	892	15	15	1
0	1	815	16	12	0,757
0	2	266	19	13	0,769
0	2	270	9	28	1
0	2	269	11	24	1
0	1	486	17	8	0,788
0	2	234	9	22	1
0	2	96	5	22	1
0	1	1091	28	14	0,912
0	1	629	22	10	0,851
0	2	288	7	13	1
0	1	933	22	12	0,885
0	1	1319	25	14	1
0	1	1059	21	12	0,634
0	1	204	8	14	1
0	3	5	5	25	0,977
0	2	222	16	20	1
1	2	110	14	11	0,788
0	1	510	17	15	0,997
0	1	1296	30	8	0,491
0	1	308	22	17	1
0	2	389	8	30	1
0	2	470	12	15	1
0	2	363	5	20	1
0	1	556	19	19	1
0	2	30	4	19	1
0	1	1200	20	17	0,963
0	2	823	16	11	0,875
0	1	1043	20	10	0,618
0	1	453	18	14	0,646
0	2	168	7	19	0,999
0	1	882	19	14	1
0	1	1293	22	17	0,777
0	2	141	6	28	1
0	1	989	23	10	0,791
0	2	311	10	14	0,769
0	2	1117	19	19	0,75
0	2	307	13	9	0,419
0	3	4	3	34	1
0	2	550	17	21	1
0	2	64	3	25	0,999
0	1	413	8	12	0,913
0	1	447	18	10	1
0	1	1042	29	19	0,912
0	3	5	14	28	1
0	1	389	17	12	0,876
0	2	283	18	8	0,796
0	2	463	13	23	1
0	1	696	15	9	0,975
0	1	930	16	14	0,625
0	2	182	17	11	0,625
0	1	569	18	15	0,999
0	1	405	15	21	1
0	1	1018	18	10	0,5
0	1	861	16	20	0,875
0	1	612	22	8	0,959
0	1	1038	28	8	0,828
0	2	441	15	9	1
0	1	867	17	20	0,5
1	1	844	10	9	1
0	2	116	11	16	1
0	1	314	5	14	1
0	2	270	8	21	1
0	1	1137	21	12	0,813
1	1	1387	23	10	1
0	2	426	3	20	0,667
1	2	86	14	11	0,743
0	1	1057	23	10	1
0	1	365	12	20	1
0	2	247	14	14	1
0	1	488	13	21	0,875
0	1	1203	39	8	0,72
0	3	7	3	31	1
0	1	427	17	20	1
0	1	785	16	11	1
0	2	95	2	8	1
0	2	823	13	8	1
0	2	97	9	9	0,52
0	2	541	12	27	1
0	2	219	12	23	1
0	2	663	17	8	0,999
0	1	906	19	20	1
0	2	511	15	15	1
0	2	240	15	27	1
0	2	240	9	19	1
0	3	3	1	7	1
0	1	1138	17	9	1
0	1	716	16	13	0,974
0	1	1442	25	17	0,833
0	2	36	0	30	1
0	3	4	1	31	1
0	1	762	15	18	1
0	1	543	21	14	1
0	2	491	20	9	0,999
0	1	650	18	8	0,749
0	2	1170	23	15	0,805
0	1	261	14	15	0,767
0	1	126	9	29	1
0	3	5	8	30	1
0	2	84	4	16	1
0	1	1293	20	14	0,894
0	2	381	11	30	1
0	1	162	15	13	1
0	1	1052	19	17	0,5
0	2	683	17	15	1
1	3	32	2	31	1
0	2	411	16	12	1
0	2	128	5	30	1
0	2	633	20	8	1
0	1	1182	26	17	1
0	1	818	21	18	1
0	2	335	7	13	1
0	2	202	6	19	0,787
0	2	217	11	11	1
0	1	954	20	12	0,84
0	1	976	21	15	0,898
0	1	1076	22	10	0,746
0	2	633	16	9	0,983
0	1	929	20	20	1
0	3	5	3	24	1
0	1	1167	23	17	0,833
0	2	117	8	30	1
0	1	812	16	3	0,833
0	1	990	24	9	0,701
0	3	7	3	29	1
1	1	1188	35	8	0,134
1	1	347	13	13	0,959
0	2	641	17	12	1
0	2	183	9	8	0,487
0	2	45	6	15	1
0	3	3	5	19	1
0	1	261	11	17	0,862
0	2	147	7	20	1
0	2	218	16	7	0,759
0	1	1029	20	11	1
0	1	875	18	9	0,992
0	2	1385	22	19	0,833
0	1	1050	20	8	0,74
0	1	1008	20	21	1
0	1	501	16	19	1
0	1	1181	28	15	0,67
0	2	541	17	18	1
0	1	1393	38	17	1
0	2	281	20	15	0,999
0	1	1452	28	12	0,72
0	1	1443	25	15	0,625
0	2	326	5	13	1
0	2	78	2	16	1
0	2	39	9	15	1
0	2	228	15	23	1
0	2	70	9	18	0,391
1	2	0	9	20	1
0	1	682	19	20	1
0	1	864	17	18	0,75
0	1	282	9	13	1
0	2	1385	18	17	0,5
0	1	659	23	10	0,75
0	2	382	8	29	1
0	1	497	17	15	1
0	1	1170	24	13	0,9
0	2	255	13	18	0,75
0	3	6	19	16	1
0	1	1273	20	12	0,932
0	1	295	32	21	1
0	1	1004	40	13	0,25
0	2	476	14	8	0,733
0	1	977	17	17	0,75
0	1	403	17	16	1
0	2	159	5	20	1
0	2	160	10	30	0,899
0	1	578	17	19	1
0	1	408	16	24	1
0	1	973	16	11	1
0	1	977	16	11	1
0	2	652	16	22	1
0	1	1042	23	17	0,75
0	1	642	17	13	0,969
0	3	3	9	29	1
0	1	869	19	21	0,75
0	2	397	15	8	0,743
0	2	786	14	19	0,952
0	2	887	17	16	0,972
0	1	1166	23	16	0,625
0	1	983	18	17	0,906
0	1	1247	24	16	0,323
0	1	1186	24	12	1
0	3	5	8	31	1
0	1	633	13	16	1
0	1	799	15	14	1
0	2	729	17	10	1
0	2	198	6	23	1
0	1	861	16	15	0,786
0	1	936	19	12	1
0	1	1200	21	18	1
0	1	1118	20	12	0,871
0	1	648	20	20	1
0	2	475	17	23	1
0	2	214	18	15	1
0	1	1178	22	18	0,999
0	1	687	28	18	1
0	2	476	12	8	0,992
0	1	355	27	13	1
0	2	548	18	7	0,608
0	1	773	17	18	0,5
0	1	825	16	14	1
0	1	819	17	18	0,75
0	2	397	14	8	0,743
0	1	844	22	11	0,892
0	1	802	26	19	1
0	3	10	2	24	1
0	1	629	16	11	0,354
0	1	629	20	11	0,973
0	2	414	11	11	1
0	2	341	7	8	1
0	1	870	21	19	1
0	2	410	25	8	0,565
0	1	875	22	9	0,851
0	1	935	17	14	0,928
0	2	695	17	7	0,75
0	2	250	11	17	1
0	1	285	6	22	1
0	3	5	3	34	1
0	2	299	9	28	1
0	2	86	2	10	1
0	2	468	7	8	0,891
0	1	411	9	8	0,522
0	2	191	11	24	1
0	1	780	17	11	0,768
0	2	554	5	11	1
0	1	272	9	8	0,852
0	1	1173	22	18	0,9
0	1	295	22	8	0,588
0	3	5	2	29	1
0	1	629	12	21	0,667
0	2	276	4	29	1
0	2	232	9	12	0,698
0	1	998	18	8	0,995
0	1	430	19	13	1
0	2	402	12	7	1
0	1	443	13	21	1
0	2	385	12	15	1
0	2	859	17	22	0,992
0	1	1042	22	17	0,75
0	2	580	22	8	1
0	2	555	14	18	1
0	3	5	10	31	1
0	2	158	19	8	0,44
0	1	461	12	12	1
0	2	484	21	11	0,303
0	2	485	18	6	1
0	1	1171	20	21	0,667
0	1	918	23	15	0,992
0	2	996	17	20	1
0	3	7	1	30	1
0	2	414	8	26	1
0	2	1000	18	20	1
0	2	117	28	8	0,496
0	3	7	1	32	1
0	1	478	4	21	0,875
0	2	70	5	31	1
0	2	109	10	23	1
0	1	1407	28	8	0,435
0	1	897	18	18	0,75
1	2	0	9	14	0,633
0	2	145	5	30	1
0	2	265	9	23	1
0	1	364	15	11	1
