MUSTERI_ARIZA	ALTYAPI	SANTRAL_MESAFESI	ATTENUATION_DOWN	NOISE_MARGIN_UP	HIZMET_KALITESI
0	1	649	21	8	0,999
0	2	411	19	7	0,944
0	1	549	18	28	1
1	2	34	8	24	1
0	1	830	17	20	1
0	3	6	6	31	1
0	1	867	17	19	0,625
0	1	587	27	15	1
0	2	341	11	25	1
0	2	390	17	9	1
0	1	1448	23	19	1
0	2	362	6	19	1
0	1	842	16	12	0,958
0	3	5	8	21	0,925
0	2	732	17	7	0,961
0	2	636	17	17	0,767
0	3	43	2	14	1
0	2	681	17	4	0,508
0	2	1173	6	7	1
0	1	958	18	13	0,806
0	2	840	18	18	1
0	1	499	13	25	1
0	2	141	15	13	1
0	1	859	23	6	0,575
0	1	1118	24	10	1
0	2	127	10	14	1
0	1	1267	26	11	0,639
0	1	813	17	8	0,559
0	1	1132	20	17	0,5
0	2	247	11	27	1
0	3	7	7	28	1
0	1	543	19	17	1
0	2	141	10	15	1
0	2	854	15	17	0,75
0	2	461	12	10	1
0	2	724	18	8	1
0	3	4	8	21	1
0	1	413	27	13	0,932
0	2	614	16	8	1
0	1	1020	19	13	1
0	2	45	0	16	1
0	2	623	12	15	0,75
0	1	287	11	27	1
0	2	55	3	17	1
0	1	933	27	8	0,999
0	2	470	11	14	1
0	2	70	6	17	0,823
0	2	234	8	30	1
0	2	224	12	17	1
0	1	973	28	20	0,962
0	1	543	20	10	1
0	2	724	26	8	0,75
0	1	522	10	13	0,974
0	2	136	13	16	1
0	1	292	22	28	1
0	1	952	18	11	0,928
0	1	637	21	8	0,97
0	2	511	15	17	1
0	2	175	7	28	1
0	2	269	8	30	1
0	1	413	16	21	1
0	2	52	4	23	1
0	1	815	18	16	0,862
0	2	573	19	26	0,5
0	2	264	17	8	0,809
0	2	516	11	19	1
0	1	1018	20	15	1
0	1	650	28	8	0,456
0	1	1307	30	15	1
0	1	392	10	14	1
0	1	78	21	6	0,157
0	2	50	16	8	1
0	2	364	12	14	0,848
0	1	300	16	12	1
1	1	1059	20	7	0,999
0	1	797	15	13	0,866
1	2	40	3	16	1
0	1	1247	23	9	0,767
0	2	327	14	15	1
0	2	150	12	14	0,39
0	2	856	16	20	0,875
0	1	499	16	8	0,976
0	2	403	18	8	1
0	1	1144	22	12	1
0	1	1188	28	8	0,31
0	3	10	11	31	1
0	2	274	15	18	0,94
0	2	349	4	15	1
0	3	2	5	17	0,565
0	1	822	15	14	0,992
0	1	998	18	18	0,625
0	2	65	4	21	1
0	1	675	15	20	0,875
0	2	506	14	22	1
0	2	525	10	15	1
0	1	682	22	8	0,944
0	1	1134	23	12	1
0	2	72	3	28	1
0	2	98	13	30	1
0	2	87	5	22	1
0	1	983	23	21	0,75
0	2	191	7	24	1
0	1	982	20	15	1
0	1	831	19	19	0,75
0	1	1123	19	12	1
0	2	253	15	10	0,61
0	2	202	14	23	1
0	2	364	12	12	0,999
0	1	639	21	8	0,5
0	1	784	18	18	0,75
0	3	6	5	32	1
0	3	4	2	12	1
0	2	253	7	31	1
0	1	831	34	7	0,437
0	2	510	20	6	0,743
0	2	287	12	22	1
0	2	435	14	13	1
0	2	363	14	8	0,585
0	1	1277	31	11	0,667
0	2	111	5	17	1
0	2	231	14	15	1
1	2	227	5	18	0,854
0	2	195	11	20	1
0	1	862	21	18	1
0	1	787	14	18	0,502
0	1	569	22	9	1
0	2	55	3	14	1
0	1	1289	27	16	0,5
0	1	780	19	8	0,773
0	3	5	5	28	1
0	2	628	37	9	0,75
0	1	1447	20	21	1
0	1	646	22	8	1
0	2	245	10	25	1
1	1	1187	21	19	0,875
0	1	497	14	10	1
0	2	470	11	15	1
0	1	637	15	14	1
0	2	282	26	8	0,976
0	2	429	13	22	0,999
0	2	373	15	26	1
0	1	78	20	18	0,977
0	1	1286	24	9	1
0	1	431	16	20	1
0	2	55	16	14	0,447
0	1	647	10	11	1
0	2	95	1	14	1
0	2	273	9	20	1
0	1	1268	24	21	0,943
0	1	1242	26	20	0,875
0	1	755	18	8	0,438
0	1	1174	23	17	1
0	3	10	3	28	1
0	1	825	12	18	0,909
0	2	420	14	11	1
0	2	99	16	11	1
0	2	110	7	16	1
0	1	417	9	12	0,946
0	2	240	10	17	1
0	2	55	4	29	1
0	2	195	13	18	1
0	2	96	3	28	1
0	2	34	2	34	1
0	2	1122	29	12	0,848
0	2	476	5	16	1
0	2	70	5	20	1
0	1	920	19	14	0,889
0	3	10	3	25	0,995
0	2	346	12	17	1
0	1	874	18	11	0,762
0	2	738	18	8	1
0	1	737	13	12	0,938
0	2	996	17	21	0,75
0	1	723	20	13	1
0	2	323	10	8	1
0	1	646	15	19	0,875
0	2	114	10	21	1
0	2	49	2	30	1
0	2	540	15	8	0,564
0	1	739	18	11	0,847
0	2	382	19	14	1
0	1	1268	25	10	0,94
0	1	324	6	14	1
0	2	592	17	12	1
0	2	190	12	8	0,797
0	2	191	4	30	1
0	1	480	17	13	0,654
0	2	490	13	23	1
0	3	4	8	28	1
0	1	861	16	7	0,96
0	1	1447	26	11	0,738
0	1	437	16	8	0,724
0	2	248	10	26	1
0	2	70	7	27	1
0	1	792	17	19	0,921
0	2	402	11	8	0,605
0	2	292	13	8	0,99
0	1	1134	21	12	1
0	2	295	11	19	0,999
0	1	649	17	15	0,875
0	2	523	23	8	0,529
0	2	276	5	23	1
0	1	1247	24	19	0,625
0	1	1099	20	8	1
0	1	355	11	20	0,75
0	2	227	6	23	1
0	2	178	9	28	1
1	3	226	6	31	0,999
0	3	3	3	25	1
0	2	426	13	21	0,999
0	2	340	9	9	0,796
1	3	444	20	7	1
0	2	745	16	19	0,805
0	2	199	5	31	1
0	1	1219	23	13	0,685
0	1	322	7	15	1
0	1	746	19	10	0,743
0	2	468	15	20	1
0	1	827	17	20	0,5
0	2	705	19	21	0,75
0	1	215	16	20	1
0	2	298	11	12	1
0	2	270	10	19	1
0	1	861	16	8	1
0	2	108	4	17	1
0	3	5	1	24	0,899
0	1	988	21	9	0,815
0	2	256	13	14	1
0	2	399	9	12	0,915
0	2	751	13	20	0,75
0	1	1319	25	13	0,921
0	2	354	12	14	1
1	1	2667	28	9	0,975
0	1	787	20	7	0,109
0	2	441	14	17	1
0	1	1043	20	8	0,731
0	1	1214	26	19	1
0	1	411	9	11	1
0	2	573	18	8	0,999
0	1	880	20	13	1
0	2	200	11	7	1
0	2	317	17	8	1
0	1	640	15	13	1
0	1	1100	22	18	0,667
0	1	807	20	8	0,579
0	2	767	21	14	1
0	2	607	23	8	0,842
0	2	724	19	6	0,68
0	2	151	10	19	1
0	1	1186	21	19	0,625
0	2	467	10	14	1
0	1	924	18	13	0,902
1	1	1133	20	12	1
0	2	615	15	12	1
0	1	405	6	19	1
0	1	883	15	14	1
0	2	236	5	9	1
0	2	351	20	8	0,26
0	1	601	19	14	0,743
0	2	124	4	24	0,875
0	1	684	12	13	1
0	2	217	9	10	1
1	2	1067	12	18	0,625
0	1	612	20	8	1
0	1	1116	20	20	0,888
0	3	42	6	26	1
0	2	127	5	30	1
0	1	1322	22	9	0,782
0	1	396	13	8	1
0	2	459	11	20	0,971
1	2	189	20	7	0,991
0	1	497	12	19	0,985
0	2	389	2	14	1
0	1	621	15	11	1
0	1	885	18	12	1
0	2	875	10	8	1
0	1	955	21	11	0,813
0	1	885	22	10	0,873
0	2	180	7	23	1
0	2	380	15	8	1
0	3	3	10	16	1
0	2	15	1	21	1
0	1	804	18	19	1
0	2	177	14	26	1
0	3	45	5	29	1
0	1	1027	19	11	0,897
0	2	227	6	25	1
0	1	1400	38	16	0,625
0	2	402	14	8	0,648
0	2	287	8	20	0,996
0	3	5	7	31	0,738
0	2	419	10	8	1
0	3	5	1	13	1
1	1	360	10	13	1
0	1	514	11	14	1
0	2	265	12	30	1
0	2	563	15	12	0,882
0	1	204	4	13	1
0	2	85	4	16	1
0	1	304	12	12	0,327
0	2	124	15	9	0,506
0	2	175	10	20	0,999
0	1	880	12	10	0,888
0	1	1194	22	21	0,925
0	2	73	1	31	1
0	2	149	5	28	1
0	1	1181	34	11	0,442
0	2	784	18	8	1
0	1	1319	28	11	0,895
0	2	629	25	8	0,575
0	1	804	15	19	0,625
1	2	471	7	30	1
0	2	276	6	23	1
0	1	689	22	9	0,858
0	2	280	12	12	1
0	1	1057	20	20	0,625
0	2	158	19	8	1
0	1	845	16	19	1
0	3	47	12	23	1
0	2	84	4	21	0,777
0	1	972	28	9	0,79
0	2	163	11	23	1
0	1	1203	21	8	0,826
0	1	421	14	12	1
0	2	1117	20	12	1
0	2	257	7	15	1
0	1	857	17	12	0,844
0	2	123	2	17	1
0	2	109	8	31	1
0	1	1192	36	12	0,827
0	1	948	22	8	0,336
0	2	351	39	8	0,478
0	2	827	11	20	1
0	3	5	5	36	1
0	1	930	21	19	0,993
0	2	70	7	14	1
0	1	1369	25	12	0,798
0	1	1167	27	16	1
0	1	883	19	18	1
0	2	136	7	15	1
0	1	1172	20	17	1
0	2	481	6	28	0,933
0	2	132	7	20	0,897
0	2	637	28	8	0,75
0	2	630	17	8	0,816
0	1	818	35	18	0,736
0	3	6	5	21	1
0	1	484	12	11	0,815
0	1	497	14	9	0,937
0	1	640	21	10	1
0	1	937	21	20	1
0	2	150	9	15	0,606
0	1	997	20	12	0,891
1	2	10	11	25	1
0	1	870	24	16	0,75
0	1	1442	23	15	0,735
0	2	95	5	22	1
0	1	772	18	9	0,534
0	2	431	13	22	1
0	1	1476	36	8	0,347
0	1	604	19	9	1
0	1	620	12	8	0,992
0	2	185	18	14	0,385
0	3	46	33	11	0,742
0	1	1284	22	19	0,999
0	1	1293	23	16	0,5
0	2	588	8	18	0,781
0	1	1056	21	16	1
0	2	270	21	15	1
0	1	975	22	20	0,5
0	1	857	17	13	1
0	2	227	11	30	1
0	3	2	7	19	1
0	1	689	14	17	0,75
0	1	1134	22	14	0,5
0	2	556	16	21	0,875
0	2	936	19	18	1
0	1	1369	34	12	0,732
0	2	642	20	22	0,875
0	2	66	6	28	1
0	1	989	20	18	0,646
0	1	976	22	12	1
0	1	340	14	14	1
0	1	266	10	26	1
0	1	949	17	19	0,605
0	1	1174	22	19	1
0	1	1121	22	19	1
0	1	825	16	9	0,922
0	2	539	19	13	0,893
0	1	1108	20	18	0,75
0	2	124	7	15	0,941
0	3	6	14	31	1
0	1	862	17	16	0,625
0	2	159	7	13	0,748
0	1	576	23	8	0,793
0	2	124	5	23	1
0	2	165	9	18	0,629
0	2	317	6	14	1
0	1	864	19	14	1
0	1	543	17	13	0,5
0	1	936	19	13	0,793
0	1	1076	22	19	0,75
0	2	523	14	13	1
0	2	170	20	10	0,32
0	1	955	23	15	0,667
0	1	874	19	15	0,862
0	1	637	15	14	1
0	1	1137	22	12	1
0	1	943	18	14	0,903
0	2	406	12	12	0,656
0	1	1004	20	18	0,75
0	1	945	19	14	0,767
0	2	70	5	20	1
0	1	1164	12	15	0,992
0	1	870	20	19	0,667
0	1	1375	25	11	1
0	2	283	9	19	1
0	1	1279	20	11	1
0	2	357	13	9	0,999
0	3	44	6	24	1
0	2	341	21	8	0,5
0	1	753	20	8	0,556
0	1	1469	39	8	0,56
0	2	70	8	14	1
0	1	864	16	8	1
0	2	1329	19	15	0,875
0	2	389	16	20	1
0	1	224	19	22	1
0	1	1089	21	20	0,821
0	1	1159	24	21	0,85
0	2	227	9	15	1
0	2	233	5	14	1
1	2	0	5	32	1
0	2	154	15	10	0,742
0	1	1268	24	18	0,75
0	2	220	1	21	0,75
0	2	658	20	8	1
0	2	185	9	18	1
0	1	466	22	8	0,835
0	2	276	14	18	0,999
0	2	344	12	11	1
0	2	50	8	25	1
0	1	844	25	12	0,862
0	2	85	11	20	1
0	1	430	35	10	1
0	1	746	23	8	0,75
0	3	5	1	26	0,956
0	1	342	7	23	0,866
0	1	404	18	19	1
0	1	1086	21	10	0,872
0	1	1481	27	11	0,456
0	2	1229	1	11	1
0	2	137	6	19	0,77
1	1	1267	24	11	1
0	2	606	13	23	1
0	2	694	23	5	0,333
0	2	351	21	25	1
0	2	641	16	19	0,5
1	2	480	16	9	1
0	2	124	8	15	1
0	2	713	23	7	1
0	1	621	21	8	0,743
0	2	181	3	30	1
1	1	326	6	12	0,786
0	1	1304	24	14	1
0	2	25	25	7	0,988
0	2	757	15	28	0,5
0	1	644	17	20	0,875
0	2	283	6	19	0,909
0	2	364	6	23	0,999
0	2	249	12	15	0,742
0	2	1291	36	9	0,62
0	2	185	8	17	1
0	1	779	17	16	0,783
0	1	1030	18	10	1
1	1	160	20	15	1
0	2	191	8	29	1
0	2	95	13	13	1
0	2	252	13	16	1
0	2	79	3	12	1
0	2	114	19	8	1
0	3	4	1	23	1
0	2	372	16	8	0,873
0	1	463	19	7	1
0	1	938	18	14	1
0	2	307	12	23	0,999
0	2	386	10	20	1
0	3	26	1	29	1
0	2	246	4	27	1
0	2	307	8	26	1
0	3	7	0	32	1
0	2	1170	20	18	0,846
0	1	395	26	19	1
0	1	525	22	18	1
0	1	405	11	16	1
0	1	425	15	14	1
0	3	7	1	31	1
0	1	1203	30	17	0,659
0	1	120	5	37	1
0	1	355	10	7	0,75
1	1	1160	21	8	0,615
0	2	55	11	15	1
0	1	1185	21	11	1
0	3	4	3	21	0,795
0	1	877	14	19	0,884
0	1	393	10	21	1
0	3	2	6	25	1
0	1	1020	22	9	1
0	2	406	12	14	1
0	2	855	19	16	1
0	2	480	12	11	1
0	1	647	11	18	0,75
0	1	629	17	19	0,875
0	2	60	2	15	0,777
0	1	1316	26	11	0,574
0	1	420	16	8	1
0	1	403	9	13	0,909
0	2	567	16	6	1
0	2	197	7	23	1
1	1	478	24	8	1
0	2	142	6	14	1
0	2	1291	32	17	0,75
0	1	984	22	19	0,799
0	1	1077	21	20	0,75
0	1	1447	27	11	1
0	2	168	3	14	0,686
0	2	476	15	14	1
0	1	998	18	16	0,625
0	1	904	17	10	0,86
0	1	888	19	6	0,832
0	1	1452	26	17	0,604
1	1	2427	23	8	0,765
0	2	39	22	12	0,5
0	1	634	11	14	0,843
0	2	318	14	19	1
0	1	1081	21	19	0,75
0	1	597	18	9	0,957
0	1	723	10	16	0,875
0	1	918	20	12	0,908
0	1	682	19	17	1
0	2	108	10	23	1
0	2	177	8	17	0,999
1	1	800	15	10	0,701
1	2	767	20	22	1
0	1	991	17	11	1
0	1	395	17	14	1
0	1	1174	20	20	1
0	1	1089	23	13	1
0	2	212	1	9	1
0	1	621	29	8	1
0	1	425	18	15	1
0	1	902	6	9	0,453
0	1	958	16	13	0,934
0	2	510	18	4	1
0	2	381	11	31	1
0	3	5	2	27	1
0	2	400	13	16	0,92
0	1	1188	23	16	0,625
0	3	49	2	12	1
0	2	175	14	17	1
0	2	311	4	10	0,939
0	1	543	12	13	0,881
0	1	1284	22	16	0,528
0	3	3	3	28	0,999
0	2	588	16	20	1
0	1	425	10	24	1
0	1	237	14	32	1
0	1	295	6	15	1
0	2	745	19	7	0,652
0	2	264	7	10	1
0	1	130	14	34	1
0	3	2	3	19	0,786
0	2	400	14	10	1
0	2	283	10	30	1
0	1	627	16	13	1
0	1	1256	22	13	0,832
0	2	859	16	21	0,75
0	1	405	11	19	0,75
0	2	363	17	8	0,862
0	1	825	25	9	0,333
0	2	327	11	15	1
0	2	283	5	15	1
0	2	338	19	29	0,96
0	1	1240	24	19	0,897
0	1	963	19	17	0,927
0	1	1194	20	17	0,75
0	1	946	18	17	0,5
0	1	708	16	13	0,983
0	3	10	1	8	1
0	2	175	14	26	1
0	1	387	16	14	1
0	2	536	14	15	0,743
0	1	288	6	14	1
0	1	202	7	10	1
0	1	1176	21	19	0,968
0	2	681	17	7	1
0	2	292	8	19	1
0	2	788	16	1	0,987
0	2	110	8	19	1
0	2	140	12	17	0,488
0	1	1194	24	17	1
0	2	130	5	27	1
0	1	1307	23	12	0,812
0	3	4	2	29	1
0	2	503	13	16	1
0	2	105	8	12	1
0	2	103	11	17	1
0	1	501	13	9	1
0	2	389	1	20	1
0	3	43	4	20	1
0	2	140	10	22	1
0	1	1159	23	20	0,75
0	1	994	17	6	1
0	1	1268	27	12	0,724
0	1	362	17	19	1
0	1	929	35	8	0,533
1	2	52	12	14	1
0	3	5	2	31	1
0	2	213	8	31	1
0	2	624	15	8	0,894
0	1	1132	22	10	0,889
0	2	470	14	14	1
0	1	870	18	19	0,75
0	1	936	16	24	0,669
0	2	576	14	10	1
0	2	251	12	13	1
0	1	818	21	7	0,5
0	3	42	8	22	1
0	2	1010	20	20	0,625
0	1	1121	22	10	0,764
0	1	531	21	8	0,5
0	1	1043	21	20	0,965
0	2	160	22	8	0,667
0	1	964	23	18	0,75
0	2	138	25	17	1
0	1	1354	25	13	0,943
0	1	964	23	14	1
0	1	964	21	17	0,5
0	1	926	18	19	0,75
0	1	954	17	9	0,994
0	1	642	24	8	1
0	1	755	15	8	0,46
0	1	612	31	9	1
0	2	251	12	15	1
1	2	54	4	30	1
0	2	144	3	28	1
0	1	859	19	9	1
0	1	709	19	13	0,913
0	2	136	8	17	1
1	3	98	5	22	1
0	2	681	17	5	1
0	1	690	15	13	0,907
0	2	132	6	29	1
0	1	934	20	16	0,911
0	2	411	21	8	0,989
0	2	226	5	31	1
0	2	174	2	15	0,75
0	2	142	9	13	1
0	2	722	12	29	1
0	2	854	14	23	0,75
0	1	578	17	20	0,833
0	1	1204	23	15	0,75
1	2	32	13	11	0,905
0	1	831	18	13	0,886
0	1	1052	18	13	0,953
0	2	200	11	13	0,999
0	1	420	12	11	0,774
0	1	860	17	18	1
0	2	111	6	23	1
0	1	401	4	10	1
0	2	511	12	14	1
0	1	953	20	4	1
0	2	218	11	9	0,99
0	2	205	8	28	1
0	2	855	13	11	0,572
0	2	55	14	18	1
0	1	1189	21	6	0,641
0	1	877	19	20	0,759
0	1	820	17	10	1
0	3	34	4	35	1
0	1	383	25	9	0,798
0	2	124	5	27	1
0	3	2	4	20	0,976
0	2	175	7	14	0,915
0	2	875	17	20	0,875
0	2	136	16	13	1
0	1	915	20	10	0,764
1	1	983	18	21	0,75
0	1	1184	21	13	1
0	1	912	20	13	0,599
0	2	1071	25	18	0,75
0	1	792	16	20	0,875
0	2	507	20	7	0,568
0	1	1004	26	18	1
0	1	1090	19	16	0,781
0	2	192	14	22	1
0	2	127	5	30	1
1	3	147	4	31	1
0	2	350	8	20	1
0	1	971	17	22	0,752
0	3	7	1	18	1
0	1	633	16	12	1
0	2	230	9	35	1
0	1	770	22	8	0,758
0	2	663	18	8	0,5
0	1	1111	24	9	0,591
0	2	867	20	22	0,25
1	2	125	13	13	1
0	2	668	14	12	1
0	3	10	16	18	1
0	1	520	10	20	0,625
0	2	325	10	17	1
0	1	820	26	15	1
0	1	655	21	16	1
0	3	10	1	29	1
0	1	682	14	20	1
0	1	464	19	15	1
0	1	864	18	13	0,847
0	3	10	1	29	1
1	1	533	7	15	1
0	2	592	7	9	1
0	1	1068	24	19	0,75
0	1	1296	23	9	1
0	1	619	15	17	0,868
0	1	785	16	11	1
0	1	355	10	11	1
0	1	655	14	7	1
0	2	575	14	14	1
0	1	1031	19	13	0,75
0	1	777	17	12	0,926
0	1	466	27	13	0,96
0	2	480	12	13	1
1	3	47	4	20	1
0	2	70	4	17	0,717
0	1	1409	26	19	0,762
0	1	511	9	12	0,885
0	1	578	16	14	0,958
0	2	745	17	8	0,843
0	2	58	7	8	0,749
0	2	499	5	27	0,951
0	2	215	8	20	1
0	2	140	9	28	0,999
0	2	123	8	23	1
0	2	430	15	8	1
0	1	613	11	19	1
0	1	347	9	11	1
0	2	313	22	8	1
0	2	144	7	28	1
0	1	377	10	13	1
0	1	1301	29	8	0,642
0	2	642	24	9	0,518
0	2	182	3	21	1
0	2	576	5	19	0,75
0	1	364	19	8	0,333
0	1	800	34	8	0,429
0	2	375	11	28	1
0	2	197	8	21	1
0	3	45	7	15	0,943
0	1	831	18	9	1
0	2	614	17	8	0,634
0	2	648	17	12	1
0	1	554	13	14	0,872
0	1	525	13	12	0,993
0	1	1068	20	8	0,764
1	1	1467	24	20	0,75
0	1	707	21	8	0,5
0	1	739	18	12	1
0	1	430	13	18	1
0	1	1134	23	13	0,951
0	1	304	8	15	0,743
0	1	397	17	9	0,752
0	2	410	12	22	1
0	2	406	13	20	1
0	3	35	1	29	1
0	1	1282	22	19	0,625
0	1	997	20	20	0,75
0	2	389	4	16	1
0	1	877	21	14	1
0	3	7	3	31	1
0	2	472	14	5	0,999
0	2	219	5	19	0,75
0	2	65	6	15	1
0	2	273	11	18	1
0	1	1209	18	9	1
0	2	368	11	18	1
0	2	473	17	7	1
0	1	1224	23	10	1
0	2	436	11	18	0,568
0	2	386	9	30	1
0	2	394	13	8	0,625
0	1	425	5	14	1
0	2	158	17	6	1
0	1	1261	27	18	0,5
0	1	961	14	13	1
0	3	6	5	30	1
1	2	314	8	15	0,999
0	1	1140	20	11	0,684
0	2	166	14	7	0,999
0	2	125	3	14	1
0	2	400	5	16	1
0	1	220	16	13	1
0	3	5	2	32	1
0	1	1159	22	11	0,988
0	2	178	5	27	1
0	1	612	21	8	0,743
0	3	4	2	32	1
0	2	97	0	18	0,6
0	1	932	17	16	1
0	1	573	18	18	1
0	2	211	14	8	0,983
0	2	525	5	8	1
0	1	272	7	12	1
0	1	1260	23	15	1
0	2	249	17	10	1
0	1	899	27	14	0,434
0	1	487	14	16	1
0	1	906	16	16	0,5
0	2	103	5	17	0,999
0	2	143	6	30	0,999
0	2	190	9	24	1
0	2	606	6	11	0,93
0	1	526	25	8	0,75
0	1	983	17	14	0,908
0	1	1403	25	13	0,919
0	2	580	17	12	0,916
0	1	999	33	9	0,108
0	2	481	14	11	1
1	1	27	4	12	1
0	1	1159	26	14	0,758
0	2	562	10	13	1
0	1	1061	23	27	0,625
0	1	1062	21	18	0,863
0	2	496	13	12	1
0	1	991	22	13	1
0	1	633	18	17	1
0	2	124	30	13	0,747
0	2	400	6	18	1
0	2	430	16	8	0,999
0	2	667	9	14	1
0	2	323	19	12	0,75
0	1	556	19	12	0,986
1	3	250	7	29	1
0	1	601	11	14	1
0	1	1282	23	12	0,75
0	2	462	14	21	1
0	1	328	6	21	1
0	1	878	21	16	0,625
0	3	3	1	21	1
0	3	6	1	28	1
0	1	627	17	7	0,61
0	1	1247	23	10	0,821
0	2	94	4	17	1
0	1	1134	21	16	1
0	2	640	18	14	0,378
0	2	282	9	16	1
0	2	291	7	20	1
0	1	1176	20	17	0,75
0	3	36	1	17	1
0	1	1003	22	8	0,773
0	2	109	5	30	1
0	1	726	15	20	1
0	2	39	18	13	0,998
0	1	373	9	27	1
1	2	680	10	10	1
0	1	446	17	15	0,994
0	2	150	14	20	1
0	3	5	4	31	0,977
0	3	5	22	15	0,757
0	1	378	19	8	1
0	1	174	2	9	1
0	1	499	17	8	1
0	1	395	6	11	1
0	2	70	13	9	0,847
0	1	258	8	21	0,75
0	1	1192	25	20	1
0	2	120	5	23	1
0	1	851	17	10	0,819
0	2	287	11	8	0,809
0	2	438	9	19	0,941
0	2	67	7	31	1
0	2	327	11	12	1
0	2	541	17	12	1
0	1	997	22	13	0,907
0	1	717	22	8	1
0	1	1195	22	10	0,782
0	1	1207	26	21	0,98
0	2	1173	32	6	1
0	3	5	8	25	1
0	2	918	18	21	0,5
0	2	521	13	13	1
0	2	30	5	30	1
0	2	504	12	16	1
0	1	957	18	13	1
0	1	1194	34	6	0,25
0	3	5	4	31	1
0	2	400	16	18	1
0	3	5	5	27	1
0	2	668	20	10	1
0	2	456	16	15	1
0	2	258	7	15	0,58
0	2	142	7	27	1
0	1	1094	19	12	0,9
0	2	181	12	20	1
0	3	3	2	31	1
0	2	110	8	19	1
0	1	593	14	18	1
0	1	1249	25	18	1
0	2	58	3	28	1
0	1	395	21	16	0,586
0	1	364	16	13	1
0	2	521	14	14	0,753
0	1	358	18	12	1
0	1	1137	22	19	0,833
0	1	1120	21	13	1
0	2	720	24	12	1
0	1	1029	23	13	0,931
0	1	977	34	8	1
0	1	802	21	17	0,625
0	2	752	15	7	0,863
0	1	554	13	13	1
0	3	4	8	29	1
0	1	392	10	13	1
0	2	143	8	19	0,903
0	2	216	2	9	1
0	2	158	11	30	1
0	1	569	16	19	0,5
0	1	659	14	19	0,875
0	1	820	16	14	0,496
0	2	70	7	23	1
0	1	473	11	12	1
0	3	3	2	31	1
0	2	198	8	24	1
0	2	724	20	20	0,25
0	2	110	7	18	0,681
0	2	123	7	27	0,194
0	1	605	18	10	0,942
0	1	1282	25	20	1
0	1	640	19	7	1
0	2	175	9	9	1
0	2	117	6	21	0,86
0	1	897	17	14	1
0	1	909	20	15	1
0	2	321	3	9	1
0	2	35	6	30	1
0	3	26	13	21	1
0	1	311	13	24	1
0	1	373	17	10	1
0	2	603	14	21	1
0	1	813	22	8	0,279
0	2	225	18	14	1
0	2	211	3	16	1
0	2	270	16	20	1
0	2	25	28	18	1
0	1	867	21	11	0,836
1	2	829	14	8	0,87
0	1	510	20	8	0,749
0	2	162	5	8	1
1	2	547	1	18	1
0	2	53	7	30	0,999
0	1	918	26	20	1
0	1	1274	23	5	1
0	2	116	2	30	0,677
0	2	362	22	11	0,792
0	1	815	18	24	0,731
0	1	527	13	11	1
0	2	806	17	20	1
0	1	803	15	19	0,75
0	1	981	24	13	0,814
0	2	79	5	12	1
0	2	632	17	8	0,85
0	2	400	15	13	1
0	2	184	10	18	0,749
0	2	124	8	28	1
0	1	864	18	12	0,89
0	2	202	10	10	1
0	1	1068	23	17	0,929
0	1	639	14	20	0,991
0	2	548	14	6	1
0	1	877	17	11	1
0	1	894	18	10	0,7
0	2	357	13	8	1
0	1	1170	21	13	1
0	2	150	23	8	0,409
1	2	76	8	13	1
0	1	936	20	13	0,954
0	2	289	10	20	1
0	1	1268	31	17	1
0	2	227	10	26	1
0	2	111	2	28	1
0	2	852	16	16	1
0	1	508	12	12	1
0	2	292	8	24	1
0	1	1134	24	13	0,995
0	1	1056	21	8	0,212
0	2	756	22	11	1
0	2	614	15	9	1
0	1	151	10	24	1
0	2	213	5	32	1
0	1	551	24	10	0,432
0	1	1059	22	10	0,723
0	1	420	14	18	0,75
0	2	118	5	24	1
0	1	461	8	12	1
0	2	427	3	19	0,75
0	1	1261	32	9	0,249
0	2	808	17	18	1
0	1	830	21	19	0,875
0	1	231	7	14	1
0	1	437	13	13	0,767
0	3	5	14	28	1
0	3	5	4	26	1
0	2	214	9	23	1
0	3	4	15	18	1
0	1	1045	21	21	1
0	1	1164	19	10	0,727
0	1	680	16	20	1
0	1	454	17	14	1
0	3	2	29	10	0,706
0	1	1200	22	9	0,807
0	3	3	5	31	1
0	2	39	14	13	1
0	2	890	20	16	1
0	1	428	12	21	1
0	2	858	14	21	0,674
0	1	549	19	17	1
1	1	1480	25	17	0,5
0	1	812	18	13	1
0	2	867	21	20	0,875
0	2	499	8	15	1
0	2	136	8	22	1
0	2	373	9	13	1
0	1	930	19	14	0,988
0	1	447	18	14	1
0	1	858	17	17	0,862
0	2	511	20	22	1
0	2	371	8	28	1
0	3	3	3	16	0,986
0	2	186	9	13	1
0	2	5	4	23	1
0	1	825	16	13	0,834
0	1	1204	23	9	0,722
0	1	944	17	20	0,75
0	1	983	16	12	0,885
0	2	10	11	24	0,653
0	1	1356	26	11	0,829
0	1	867	18	11	0,707
0	1	799	16	14	0,996
0	2	323	13	16	1
0	2	258	7	17	1
0	3	5	2	29	1
0	2	414	2	21	1
0	3	5	8	25	0,888
0	2	619	13	23	0,688
1	1	1040	19	17	0,75
0	2	77	3	20	1
0	1	844	18	12	1
0	1	797	18	9	0,972
0	1	1065	26	19	0,861
0	2	106	4	31	1
0	1	447	18	8	1
0	3	5	7	31	1
0	1	988	19	10	1
0	1	867	22	14	0,951
0	2	740	18	7	1
0	2	277	11	19	1
